companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
Solera,2.8,Big Data Engineer,Madrid,"
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant 
Obsession by accuracy data and automate processes. 
Solid problem-solving skills, supported by a logical, methodical, and thorough approach to 
Knowledge of data cleaning, wrangling, visualization, and reporting, with an understanding of the best, 
Specify quality checks that assure QA in data and one SVOT 
Excellent interpersonal and communication skills to establish and maintain collaborative work 
Fluent English on business level (written and spoken) 
Read, extract, transform, stage and load data to selected tools and frameworks (cloud and on 
Work closely to product and reporting team to integrate your work into current production solutions. 
Process unstructured data into a form suitable for analysis 
Support business decisions with ad hoc analysis as needed 
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate 
Monitoring data performance and modifying infrastructure as needed 
Improve big data performance jobs and adapt them to different environments 
Bachelor’s degree in computer science or numerate discipline 
Experience with SQL 
Technical expertise on big data environments such Hadoop or Azure Ecosystem 
Experience processing large amounts of structured and unstructured data, including integrating data from multiple sources. 
Programming experience ideally in Spark, Java or Python and ability to learn new coding languages and programs 
Technical expertise regarding data models, database design development and data mining. 
Experience in production support and troubleshooting. 
Hands on with “can do” attitude. 
Deep knowledge of data mining, machine learning, natural language processing, or information retrieval 
Experience in MapReduce is a plus. 
Agile methodologies 
Platform experience, JIRA, Confluence",https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b23abf1&cb=1661281607503&jobListingId=1007992423575&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-a551cc9252673ae1-
AWS EMEA SARL (Spain Branch),3.8,"Specialist Technical Account Manager - Big Data & Analytics, AWS, Specialist TAM",Madrid,"Experience in a similar role as a Solution Architect, Cloud Architect, Consultant, Senior Systems Engineer, Technical Lead, Data Engineer, Data Analyst 
5+ years of experience in developing and implementing Big Data & Analytics workloads in large, complex enterprises in multiple industry verticals, across a wide range of technology platforms. 
Ability to work effectively across internal and external organizations and virtual teams. 
Fluency in English. Experience (6+ years) in either designing or supporting the following technologies: Amazon Redshift (or similar technology like Teradata or Snowflake), Amazon EMR (or other Hadoop implementations), AWS Glue, Amazon Elasticsearch, Amazon Kinesis and/or Amazon MSK 
AWS Certifications, E.g. AWS Certified Big Data/ AWS Certified Data Analytics or AWS Solutions Architect Associate/Professional highly desirable. 
Ability to understand complex application data flows and bridge the gap between technical and business app requirements 
Company or regional-level recognition in the area of specialization. 
Experience and proficiency in public speaking and can hold own in senior-level presentations and discussions. 
Fluency in any additional European language is a plus.",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a32715b&cb=1661281607503&jobListingId=1007637558204&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-572cbcea9f206d66-
Roche,4.2,Data Scientist,Spain,"
Work with stakeholders throughout the Service organization to identify opportunities for leveraging Customer Support data and other data to drive business decisions. 
Mine and analyze data from the SIQ database and other company databases (e.g. Salesforce.com, SAP) to drive optimization and improvement of product development, Customer Support and business strategies. 
Assess the effectiveness and accuracy of new data sources and data gathering techniques. 
Develop custom data models and algorithms to apply to data sets. 
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. 
Coordinate with different functional teams to implement models and monitor outcomes. 
Develop processes and tools to monitor and analyze model performance and data accuracy. 
Monitor operational activities of the Diagnostics Service organizations 
Drive Product Care activities together with GCS TPMs & Finance to improve instrument performance in the market and improve customer experience 
Shape KPI landscape to address Senior Management needs to steer the organization 
Translate problems into actionable data analytics solving the problem 
Define reporting and alerting requirements to identify improvement areas early 
Close collaboration with other members of GCS PLG and Global Service Finance as well as the wider GCS organization 
Main Service Business Analytics contact for GCS and Affiliates 
Drive Product Care activities together with GCS TPMs & Finance to improve instrument performance in the market and improve customer experience 
Shape KPI landscape to address Senior Management needs to steer the organization 
Propose corrective actions to improve Service business operations or to improve product designs 
You have a Bachelor’s degree (master preferred) in Data Science, IT, Economics, Applied Math or equivalent. 
You are proficient in English (Excellent verbal and written communication skills). 
You have approx. 4-5 years of working experience in a Data Scientist or Data Warehousing position. 
Ability to translate data analytics in actionable results for the senior management 
You are self-motivated, proactive, taking initiative and going beyond call of duty 
You have exceptional problem-solving skills and you are a good team player 
You have the ability to work comfortably in a cross-functional setting and with business senior executives 
You have experience working with SQL, Tableau, Data Management, Snowflake Data Cloud, Salesforce",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_127b0ae8&cb=1661281607501&jobListingId=1008028159566&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-1362381d0c4a65dc-
Hitachi,3.8,Big-data Engineer and Administrator,Madrid,"3+ years in a Big-data Engineer role; Sound knowledge of Hadoop Architecture and distributed data environments; Excellent functional knowledge and experience with big data components such as Kafka, Spark,Hadoop, Hbase, Hive; Experience in optimizing hadoop/hive settings for maximum throughput (includes compaction; hive metadata; TeZ Containerization;); Experience in shell scripting, have knowledge of scripting languages such as Python and be exposed to programming languages such as Java; Knowledge of Table definitions, file formats, UDF, Data Layout (Partitions and Buckets); Monitor Cluster performance, resource usage, backup and mirroring, provisioning and automation (Administration); ProdOps experience on Storm/Kafka. Experience in analyzing MapReduce jobs logs and error handling; AWS/Cloud: Sound knowledge of Cloud basics: S3, EMR. Need experience in identifying opportunities to improve processes, operations and automation using IaC; Experience ingesting data from multiple data sources such as REST API, SFTP flat files, Streaming data using Apache Storm, Kafka Streams or others etc. 
Ability to work under US East Coast schedule
 Degree in Computer Science, IT, or similar field; a Master's is a plus; Data engineering certification (e.g AWS Certified Big Data - Specialty) is a plus; Experience with Agile methodology",https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8f68b0d&cb=1661281607502&jobListingId=1007898621123&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-09d43cb87dd54407-
Santander,3.9,Analytics Engineer - Data Science & BI (Openbank),Madrid,"Use the infrastructure created by the data engineering team to write data transformation processes.
 Generate standardized data layers, addressing the needs of more analytics-oriented teams, in order to optimize both reporting and ML processes.
 Applying Software Engineering best practices for analytical code (e.g. version control, testing, continuous integration, etc.).
 Maintain documentation and data definition with the support of the Data Governance team.
 Establish best practices with the Data Engineering team in the process of transforming and standardizing our analytical data layers.
 Integrate into the Business analytics team squads to understand data needs and propose better structures, promoting reuse and standardization.
 Define rules, standards, and data quality metrics.
 +5 years of experience in a similar role.
 University or Master’s Degree in Computer Science / Telecom. / Maths / Physics / Industrial engineer.
 You are a master of SQL. You know how to write queries in an understandable, simple way and with good performance!
 Robust understanding of entity-relationship models and Big Data storage formats, as well as their optimisation.
 You know orchestration tools for data processing such as dbt or Airflow.
 You have solid knowledge of distributed programming environments such as Spark, as well as associated programming languages such as Python or Scala.
 Experience with analytics services, to create automated data-driven reports (e.g. Tableau, Qlikview, and bonus points if you have experience with Quicksight).
 Designing tests and monitoring and quality control processes for data-driven software.
 Detail-obsessed, highly multi-tasking, with excellent communication and interpersonal skills.
 Problem-solving oriented.
 Joining a dynamic and agile company undergoing international expansion.
 Working in start-up mode with the support of the Santander Group.
 Competitive remuneration and attractive benefits package.
 Possibility of growth within the company and the Group.
 Collaborating on international projects in different countries.
 Excellent work environment, social clubs and frequent events (virtual at present).
",https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_1da2c76c&cb=1661281607503&jobListingId=1008033361219&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-617b278e46a56bf7-
AWS EMEA SARL (Spain Branch),3.8,Business Development Representative - Portuguese Speaker,Madrid,"Interest in developing a career in account management and Cloud technology 
Self-starter with highly developed interpersonal skills, decisive, and results oriented 
Excellent written and verbal communication skills 
Full professional fluency in English 
Full professional fluency in Italian 
Entry-level experience in account management and/or technical background Experience working with, and/or having knowledge of cloud computing and existing cloud technologies 
Experience navigating prospective accounts from and into a senior executive level to identify new customer opportunities 
Skill at presenting, at a high level, a technical solution to prospects and customers relevant to their industry or target market. 
Knowledge to differentiate and understand various IT roles and responsibilities 
Successful experience in account management or customer facing role in B2B environments, preferably in a technology-related environment",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_9c1d5c97&cb=1661281607503&jobListingId=1008000088573&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-2f06b438f8723446-
"Amazon Spain Services, S.L.",3.8,"Process Improvement Mgr, EU DA Experience",Madrid,"Identify areas of opportunity and continuous imrovement Think big - identify opportunity for the future development of experience product and programs. Develop programs and process in collaboration with partner teams.
 Work with in country teams to communicate and roll out changes, updates and continuous processes. Develop existing mechanisms to continuously improve experience Build collaborative, influential internal and external relationships with Product, Program, Field teams and other critical stakeholders to gather information and develop program plans Develop Scalable Engagement & Recognition Programs: Define core strategy to develop an engaged culture that connects drivers with DSP managers. Develop and prioritize roadmap for launching engagement and reward/recognition programs; build and execute these programs at scale. Cross-Functional Collaboration: Build collaborative, influential internal and external relationships with Product, Program, Field teams and other critical stakeholders to gather information, set action plans, and monitor stakeholder execution to improve the driver experience and program executions. Communication: Create and own recurring communications to business leaders and key stakeholders on core programs and opportunities to improve driver engagement, satisfaction, and retention Willingness to travel",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_f30f804e&cb=1661281607502&jobListingId=1008085818005&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-ca671c27fb3eb5e4-
"Amazon Spain Services, S.L.",3.8,Senior Finance Analyst,Madrid,"Degree in Finance, Accounting or other quantitative area; other degree with equivalent experience 
Demonstrable large scale international business analysis experience in fast-paced operations, manufacturing or e-commerce environment 
Intermediate to advanced proficiency in Microsoft Excel (preference for good knowledge of SQL). 
Excellent written and verbal communication skills in English",https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_2c666555&cb=1661281607504&jobListingId=1008000807138&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-f90059c41b4e020d-
"Amazon Spain Services, S.L.",3.8,"VAT Advisor, VAT Services on Amazon",Barcelona,"Team player who is confident in communicating with others and able to work with minimal supervision 
Partner well with people at all levels within an organization 
Ability to work in a team with a “can-do” attitude 
Demonstrate ownership, initiate and implement change with a problem solving approach 
Organized and methodical with attention to detail 
Strong analytical skills including Microsoft Excel 
Strong communication skills, both written and verbal in English 
Actively participating in projects throughout their lifecycle – from design through delivery 
Work with internal/external partners to collect and understand upcoming changes from a legislative/business standpoint, implementing these changes, ensuring end to end accuracy of the program 
Lead the implementation of VAT related control activities and design best in class quality assurance products 
Actively identify and address Seller and system issues through problem solving and analytics, identifying required technical solutions to bring value added opportunities to VAT service on Amazon offering 
Oversee other VAT related aspects of the business such as seller queries, audit support and process mapping At least 3+ years of experience in EU VAT in a multinational and/or professional organization. 
Ideally, 1-3 years of VAT compliance management experience VAT in a multinational and/or professional organization 
Experience of advisory or compliance in BIG 4 firms is an advantage",https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_ffe41531&cb=1661281607505&jobListingId=1007987286885&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-c079d9b3a6c36ba1-
Siemens Energy,4.0,Lead Data Engineer (f/m/d) Backend,Barcelona,"
Master's degree in one of the following fields: computer science, mathematics, statistics, engineering, or a comparable field 
Knowledge of software engineering concepts and best practices 
Experience building data pipelines in production and ability to work across structured, semi-structured and unstructured data, as well as experience preparing data for analytics and following a data science workflow 
Experience and understanding around connectivity, data transformation and integrate ML models 
You are experienced in creating and designing ETL chains 
You are experienced in data modeling on Snowflake, AWS, Denodo, Matillion, Oracle, and other data warehouse solutions 
Experience in preparing data for analytics and following a data science workflow 
Good to have: Experience in an industry-related environment (e.g., energy sector) 
You have a strong customer focus and excellent communication skills along and navigate easily in a global & multicultural environment. 
You are an excellent team player and like to work in multi-disciplinary teams 
Passionate about data and analytics, and driving data value across all parts of an organization and ecosystems 
Excellent writing and communication skills in English, knowledge of German or any other language is a plus 
Use state of the art technologies like Snowflake, AWS, Matillion, Denodo and others to acquire, ingest and transform big datasets 
Responsibility for the target database system and own data warehousing process 
Map data fields to hypothesis, curate, wrangle and prepare data to be used in advanced analytics models 
You are responsible to enable efficient and performant data modeling in alignment to data product / data mesh concepts 
You will work on ETL chains and jobs 
Create and manage data environments in the cloud or on premise 
Ensure information security standards are always maintained 
Contribute to cross-functional problem-solving sessions with your team and deliver presentations to colleagues and clients 
In addition, you keep up to date of latest developments in data science principle and keep up to date with state-of-the-art technology to best support the business in making truly data-driven decisions 
You document and share methods, processes and project results and regularly communicate and present your findings 
You’ll be part of an inspiring team of real data science thought leaders and experts within the ED&AA global team and will be a valuable contributor",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_3477df65&cb=1661281607502&jobListingId=1008087775944&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-b11cc9950fd5902d-
PayFit,4.5,Senior Data Engineer,Barcelona,"Care for each other Always stay humble Strive for excellence Live and work with passion build and maintain efficient and scalable data pipelines to feed our lakehouse and enable data-driven features and decisions across PayFit build and maintain a robust and scalable infrastructure (orchestration, storage, data viz, ...) able to sustain teams needs and growth, and data volume's fast increase build and maintain CI/CD workflows to help the team deliver while ensuring data quality, reliability and availability in the production work with your peers in the data team to evangelize data best practices, identify needs and contribute to our data strategy and roadmap you have 3+ years of experience as Data Engineer, with a focus on building data pipelines you have 1+ years of experience in Python development, including testing, deployment and codebase refactoring at least one experience with Airflow, eg. DAGs creation and refactoring at least one experience with AWS, eg. service deployment on AWS ecosystem, usage of console and CLI at least one experience with a lakehouse backend, eg. Redshift, Snowflake, BigQuery, etc at least one ""production"" experience, ie. you deployed and maintained jobs, dags, apps, etc you master SQL, git/Github and common delivery processes 
you already worked with one of those technologies: Singer, dbt, datadog, terraform, looker, CircleCI you are a real team player who want to build a big success story with us you speak English fluently and you want to work in an international and dynamic environment you have a strong interpersonal and communication skills you want to learn, improve and gain responsibility you have a strong sense of humor :) an amazing working environment, designed for kindness and blossoming an attractive remuneration package an international and dynamic team with the opportunity to visit our different offices (Paris, Berlin, Barcelona, London) remote friendly policy a gym inside the office and Gymlib subscription with preferential rate regular team and global events restaurant tickets 4 weeks of paternity leave (fully covered) and 20 weeks of maternity leave (fully covered) Henner insurance (60% covered by PayFit) great coffee, fruits, snacks, foosball, MPG Teams or even team yoga classes MacBooks are our standard, but we'll provide whatever equipment you need to help you get your job done!",https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_c5d23736&cb=1661281607503&jobListingId=1007540787751&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-d954537248ff3cec-
AWS EMEA SARL (Spain Branch),3.8,Account Executive for IBERIA,Madrid,"Experience in a quota carrying, full sales cycle ownership role, new business development Experience increasing technology adoption and creating long-term transformational account strategies Experience working with and presenting to C-level executives, IT, and other lines of business English language proficiency Technology-related sales or business development experience Basic knowledge and understanding of existing cloud technologies Domain experience with Enterprise AWS Certification (or equivalent) BA / BS degree",https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_d3fa85a1&cb=1661281607502&jobListingId=1007997555463&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-b3515d314dd6312a-
IPO,NA,Database Developer / Data Engineer,Bormujos,"Take full ownership of our on-prem and cloud databases and data models. Work closely with the product manager and solution architect. Design and implement data models based on goals and architecture. Work with data consistency and data protection in mind. Ensure high performance when managing vast amount of data. Extensive professional experience as a DB developer and/or data engineer. Experience in implementing data models for BI or Big Data solutions. Profound knowledge of MS SQL Server and the MS Azure ecosystem. Experience with document-based DB technologies is a big plus. Fluent in English, both spoken and written (B2+), for internal communication. Salary between 40k and 50k per year, based on skills/experience. Yearly assessments, target agreements & salary increase. Private health insurance, paid trainings, team events and other benefits. Work in a modern and agile environment with state-of-the-art tools. Work partially or completely at home or at any other suitable place. Be part of a multi-cultural, talented, and ambitious team. Take advantage of career opportunities in a growing company.",https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_88604cf2&cb=1661281607501&jobListingId=1007786962074&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-2a89575a67ee9cb5-
AWS EMEA SARL (Spain Branch),3.8,"Data Science Consultant- Sports Industry, EMEA Sports",Madrid,"Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build deep learning models Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models. Use Lex to develop Conversational User Interface (CUI) Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data. Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built. Assist customers with identifying model drift and retraining models.",https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_083d18b5&cb=1661281607502&jobListingId=1008008020771&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-e35a5481404662b0-
AWS EMEA SARL (Spain Branch),3.8,"Sr. Data Architect, Data Lakes",Madrid,"Bachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field 
8+ years of experience of IT platform implementation in a highly technical and analytical role. 
5+ years’ experience of Data Lake/Hadoop platform implementation, including 3+ years of hands-on experience in implementation and performance tuning Hadoop/Spark implementations 
Ability to think strategically about business, product, and technical challenges in an enterprise environment. 
Experience with analytic solutions applied to the Marketing or Risk needs of enterprises 
Highly technical and analytical, possessing 5 or more years of IT platform implementation experience. 
Understanding of Apache Hadoop and the Hadoop ecosystem. Experience with one or more relevant tools (Sqoop, Flume, Kafka, Oozie, Hue, Zookeeper, HCatalog, Solr, Avro). 
Familiarity with one or more SQL-on-Hadoop technology (Hive, Impala, Spark SQL, Presto). 
Experience developing software code in one or more programming languages (Java, JavaScript, Python, etc). 
Current hands-on implementation experience required As Senior Consultant you will lead complex projects with autonomy and discretion, often involving multiple Amazon and customer teams. 
You will work with customers and partners, leading them through planning, prioritization and delivery of complex transformation initiatives, while collaborating with relevant Sales and Service Teams. 
You will design and deliver solutions that solve for new levels of complexity, scale and performance, and in turn, enable breakthrough innovations. 
You will create and apply frameworks, methods, best practices and artifacts that deliver prescriptive guidance to customers, and publish and present them in large forums and across various media platforms. 
You will guide customers’ technical architecture and investments, maximizing alignment with the AWS platform, and ease of adoption as new services and products become available. 
You will help customers define target business outcomes and related work streams, and lead the subsequent projects and initiatives to consistently exceed these goals. 
As an Amazonian leader you will demonstrate the Amazon Leadership Principles, coaching and mentoring others on best practices, performance and career development. 
This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed. Experience in a Chief Architect role or similar 
Masters or PhD in Computer Science, Physics, Engineering or Math. 
Hands on experience leading large-scale global data warehousing and analytics projects. 
Ability to lead effectively across organizations. 
Understanding of database and analytical technologies in the industry including MPP and NoSQL databases, Data Warehouse design, BI reporting and Dashboard development. 
Demonstrated industry leadership in the fields of database, data warehousing or data sciences. 
Implementation and tuning experience specifically using Amazon Elastic Map Reduce (EMR). 
Implementing AWS services in a variety of distributed computing, enterprise environments. 
Computer Science or Math background preferred. 
Customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation. 
Should be able to interact with Chief Marketing Officers, Chief Risk Officers, Chief Technology Officers, and Chief Information Officers, as well as the people within their organizations.",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e16c98a&cb=1661281607502&jobListingId=1007796370901&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-297ebc17290bfbc1-
AWS EMEA SARL (Spain Branch),3.8,Enterprise Support Manager,Madrid,"Analyze and present operational reviews to customer leadership 
4+ years managing technical teams 
5+ years of experience in direct customer engagement, with a focus on support to senior executives (Vice President and C-level) 
Must have a track record of effectively managing technical teams 
Estimated 25% travel requirement 
Champion and advocate for Enterprise customers within Amazon Web Services (be their voice) 
Develop the team responsible for solving technical issues and working directly with AWS engineers to ensure that customer issues are resolved as expediently as possible 
Participate in deep architectural discussions to ensure solutions are designed for successful deployment in the cloud 
Help Enterprise customers define IT and business processes that work well with cloud deployments 
Engage with Director and C-Level executives to translate business needs into technical and operational plans 
Work with AWS executive leadership to influence the product roadmap 
Provide detailed reviews of service disruptions, metrics, detailed pre-launch planning Experience scaling an organization through rapid growth or expansion 
Previous experience in technical account management, business relationship management or consulting 
Experience in Financial Services Industry is a plus 
Previous experience managing a budget or P&L 
An adaptable communication style that can fit diverse audiences (with varying technical backgrounds) 
Proficient in communicating complex ideas, either with the written word or in presentations 
Excellent analytical skills with a track record of achieving balance in innovative thinking with a strong customer and quality focus 
A degree in an STEM field is a plus; an MBA is a big plus 
Experience with AWS service offerings 
Meets/exceeds Amazon’s leadership principles requirements for this role 
Meets/exceeds Amazon’s functional/technical depth and complexity for this role",https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_9c05ad1e&cb=1661281607502&jobListingId=1007736626679&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-21da21b28d5777e1-
IQVIA,4.0,Data Analytics - SAS & SQL programming -,Madrid,"
Performing strategic analyses (recurrent and ad hoc) to derive trends, conclusions, and actionable recommendations for clients on qualitative and quantitative data, including longitudinal datasets 
Evaluating secondary data on markets, physicians, pharmacists, patients, and competitive products 
Creating reports, presentations and other client deliverables 
At least 2 years experience in data analysis. 
Excellent knowledge in data analysis and business intelligence. 
Detailed and solution-driven, quality and service-oriented way of working. 
Programming in SAS is a plus. 
Good level of practice with Office tools: Excel, Access, Word, PowerPoint. 
Strong communicative skills, orally and in writing at English. 
Ability to work on several projects in parallel. 
Team player, able to integrate in an international and multidisciplinary team. 
Programming in SAS 
SQL programming 
Predictive analysis 
Database studies 
Experience in data mining and the application of SQL, or other common databases and software tools 
Experience in the life sciences industry 
Big data 
IQVIA recognized by Great Place to Work as the second best company to work for in Spain (March 2018) 
FORTUNE Magazine's World's Most Admired Companies list for the third year in a row. 
Recognised by the 2016 Scrip Awards as the Best Full-service Provider Contract Research Organization (CRO) 
Awarded the 2016 Eagle Award from the Society for Clinical Research Sites (SCRS) for the fourth consecutive year. A site-nominated award recognising contract research organizations (CRO) and biopharmaceutical sponsors dedicated to building positive relationships with research sites through leadership, professionalism and integrity. 
IQVIA™ named in The International Association of Outsourcing Professionals (IAOP) 2017 Global Outsourcing 100® List which recognizes the world’s best service providers across a range of industries.",https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_c0ca713f&cb=1661281607503&jobListingId=1007485694673&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-9ff96824d9cb0090-
Gartner,4.0,Lead Data Scientist,Trabajo en remoto,"Execute large scale, high impact data modeling projects with responsibility for developing, validating, socializing, and maintaining data-driven analytics that provide business insights to increase operational efficiency and customer value.
 As needed, provide ad hoc modeling and analytical insights to inform strategic and operational initiatives.
 Conduct all phases of the analytics process, including but not limited to: Understanding business issues, proposing technical solutions, data wrangling, data cleaning, data analysis, feature engineering, model selection, model development, model validation, presentation of results and insights, model implementation, model documentation.
 Navigate the Gartner ecosystem/business-model and its intersection with technology, data, analytics, and data science.
 Partner, interact, communicate regularly with other Data Scientists, BI Analysts, Project Managers, IT personnel, Subject-Matter-Experts, and Senior management in the course of proposing, developing, and implementing analytics/models.
 Convert “tops-down” business initiative requirements into actionable data analytics projects as well as conceive and propose “bottoms-up” analytics ideas/programs.
 Master’s Degree and at least 6 years of data modeling experience in a business environment, or Bachelor’s Degree and at least 8 years of related experience; degrees with a concentration in statistics, data science, operational research, computer science or related field preferred.
 Bachelor’s Degree required. Master’s Degree preferred. Degrees with a concentration in statistics, data science, operational research, computer science or related field preferred.
 In-depth knowledge of statistical principles and their application in modeling and data analysis.
 Experience developing and applying descriptive, predictive, prescriptive models.
 In depth NLP knowledge and application experience.
 Proficiency in Python, SQL, Spark. Basic skills in PBI, Excel, Power Point.
 Experience with multiple modeling techniques such as: Time Series, Random Forests, Clustering, Neural Networks, Generalized Linear Models, Optimization, DOE, Dimensionality Reduction.
 Experience with churn analysis, profiling, recommendation systems.
 Ability to work in a fast-paced environment and deliver against milestones.
 People management experience preferred
",https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_ccaab446&cb=1661281607502&jobListingId=1007969139745&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-b21e391241660aca-
Gartner,4.0,"Associate Director, Consulting",Madrid,"Management Consulting experience from a top advisory or IT professional services firm;
 Expertise with strategic consulting frameworks and their financial and operational principles;
 Experience in leading the delivery of complex multifaceted studies at C-level;
 University Master’s degree in relevant field of study, MBA qualification desirable;
 A great understanding of the drivers for change within these sectors (for example: Pharma 4.0, Industry 4.0, Supply Chain Transformation, Data and Analytics, Digital Transformation, IoT, Blockchain etc)
 CIO Strategy and IT Strategy;
 Digital Transformation;
 Business Intelligence; Data Insight and Market Analytics
 Digital Strategy
 Candidates must be able to speak fluently in English and Spanish
",https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1136043&s=58&guid=00000182cc199e16996518b6fef30d2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c21d558&cb=1661281607503&jobListingId=1007992934513&jrtk=3-0-1gb61j7ia2or2001-1gb61j7ipg2ok800-b93754b9bf8596a6-
